"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG537500","AT2G20680","","Glycosyl hydrolase superfamily protein","LOC_Os01g54300","OsMan02 - Endo-Beta-Mannanase, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG566107","AT5G20950","","Glycosyl hydrolase family protein","LOC_Os01g56510","periplasmic beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG566400","AT5G04885","","Glycosyl hydrolase family protein","LOC_Os01g56510","periplasmic beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG655000","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os01g64100","glycosyl hydrolase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG655100","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os01g64100","glycosyl hydrolase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG655200","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os01g64100","glycosyl hydrolase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG655300","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os01g64110","glycosyl hydrolase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG655600","AT2G27500","","Glycosyl hydrolase superfamily protein","LOC_Os01g64170","glycosyl hydrolases family 17, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG673300","AT5G67540","","Arabinanase/levansucrase/invertase","LOC_Os01g65720","expressed protein",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG683300","AT1G65590","ATHEX1,HEXO3","beta-hexosaminidase 3","LOC_Os01g66700","beta-hexosaminidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG683500","AT3G59850","","Pectin lyase-like superfamily protein","LOC_Os01g66710","polygalacturonase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG697100","AT5G36890","BGLU42","beta glucosidase 42","LOC_Os01g67220","Os1bglu4 - beta-glucosidase-like protein without signal sequence, expressed","Os1BGlu4 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG178300","AT3G45940","","Glycosyl hydrolases family 31  protein","LOC_Os01g16310","glycosyl hydrolase, family 31, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG195300","AT5G09730","ATBX3,ATBXL3,BX3,BXL3,XYL3","beta-xylosidase 3","LOC_Os01g19220","beta-D-xylosidase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG197300","AT5G20950","","Glycosyl hydrolase family protein","LOC_Os02g03870","periplasmic beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG220500","AT4G02290","AtGH9B13,GH9B13","glycosyl hydrolase 9B13","LOC_Os01g21070","endoglucanase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG281800","AT4G01040","","Glycosyl hydrolase superfamily protein","LOC_Os01g43220","chitinase domain-containing protein 1 precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG346400","AT1G48100","","Pectin lyase-like superfamily protein","LOC_Os01g22590","retrotransposon protein, putative, unclassified, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG388905","AT5G20710","BGAL7","beta-galactosidase 7","LOC_Os01g34920","beta-galactosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG388986","AT1G31740","BGAL15","beta-galactosidase 15","LOC_Os01g34920","beta-galactosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG433981","AT5G20950","","Glycosyl hydrolase family protein","LOC_Os02g03870","periplasmic beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG448500","AT1G02850","BGLU11","beta glucosidase 11","LOC_Os05g30250","Os5bglu19 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG278000","","","","LOC_Os08g37750","cellulase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG302500","AT2G39930","ATISA1,ISA1","isoamylase 1","LOC_Os08g40930","Alpha amylase, catalytic domain containing protein, expressed","OsISA1 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG318900","AT3G07320","","O-Glycosyl hydrolases family 17 protein","LOC_Os08g41410","glucan endo-1,3-beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG346500","AT4G18180","","Pectin lyase-like superfamily protein","LOC_Os06g31270","polygalacturonase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG347100","AT5G24400","EMB2024,PGL3","NagB/RpiA/CoA transferase-like superfamily protein","LOC_Os08g43370","6-phosphogluconolactonase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG347700","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os07g43820","glycosyl hydrolase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG354300","AT2G16730","BGAL13","glycosyl hydrolase family 35 protein","LOC_Os08g43570","beta-galactosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG145100","AT3G18080","BGLU44","B-S glucosidase 44","LOC_Os03g49610","Os3bglu8 - beta-glucosidase, exo-beta-glucansase, high similarity to Os3bglu7, expressed","Os3BGlu8 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG145173","AT3G18080","BGLU44","B-S glucosidase 44","LOC_Os03g49600","Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed","Os3BGlu7 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG145246","AT3G18080","BGLU44","B-S glucosidase 44","LOC_Os03g49600","Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed","Os3BGlu7 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG168200","AT4G34480","","O-Glycosyl hydrolases family 17 protein","LOC_Os03g46660","glucan endo-1,3-beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG246600","AT2G19440","","O-Glycosyl hydrolases family 17 protein","LOC_Os03g45390","glucan endo-1,3-beta-glucosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","3N@62.06","Pavir.3NG140812","AT5G63800","BGAL6,MUM2","Glycosyl hydrolase family 35 protein","LOC_Os05g35360","beta-galactosidase 7 precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","3N@62.06","Pavir.3NG140813","AT1G77410","BGAL16","beta-galactosidase 16","LOC_Os05g35360","beta-galactosidase 7 precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG104100","AT1G70820","","phosphoglucomutase, putative / glucose phosphomutase, putative","LOC_Os06g28194","expressed protein",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG114900","AT1G70820","","phosphoglucomutase, putative / glucose phosphomutase, putative","LOC_Os06g28194","expressed protein",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG127615","AT1G70820","","phosphoglucomutase, putative / glucose phosphomutase, putative","LOC_Os06g28194","expressed protein",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG466407","AT4G29130","ATHXK1,GIN2,HXK1","hexokinase 1","LOC_Os05g45590","hexokinase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG466414","AT4G29130","ATHXK1,GIN2,HXK1","hexokinase 1","LOC_Os01g52450","hexokinase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG474400","AT1G69830","AMY3,ATAMY3","alpha-amylase-like 3","LOC_Os01g51754","alpha-amylase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG528400","AT4G29130","ATHXK1,GIN2,HXK1","hexokinase 1","LOC_Os01g53930","hexokinase, putative, expressed","OsHXK6 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG534600","AT3G46970","ATPHS2,PHS2","alpha-glucan phosphorylase 2","LOC_Os01g63270","alpha-glucan phosphorylast isozyme, putative, expressed","Pho2 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG670207","AT1G77410","BGAL16","beta-galactosidase 16","LOC_Os05g35360","beta-galactosidase 7 precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG670700","AT5G63810","BGAL10","beta-galactosidase 10","LOC_Os01g65460","beta-galactosidase precursor, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG249700","AT3G04880","DRT102","DNA-damage-repair/toleration protein (DRT102)","LOC_Os01g36090","DNA-damage-repair/toleration protein DRT102, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG258400","AT3G13750","BGAL1","beta galactosidase 1","LOC_Os01g39830","beta-galactosidase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5N@36.27","Pavir.5NG375900","AT5G66530","","Galactose mutarotase-like superfamily protein","LOC_Os09g15820","aldose 1-epimerase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG276400","AT4G25000","AMY1,ATAMY1","alpha-amylase-like","LOC_Os08g36910","alpha-amylase precursor, putative, expressed","alphaAmy3|OsAmy3D|RAmy3D "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","6N@54.19","Pavir.6NG281200","AT4G25000","AMY1,ATAMY1","alpha-amylase-like","LOC_Os08g36910","alpha-amylase precursor, putative, expressed","alphaAmy3|OsAmy3D|RAmy3D "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG162000","AT1G58370","ATXYN1,RXF12","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein","LOC_Os03g47010","glycosyl hydrolase family 10 protein, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG232600","AT3G17940","","Galactose mutarotase-like superfamily protein","LOC_Os10g06720","aldose 1-epimerase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","3N@62.06","Pavir.3NG140753","AT1G43670","","Inositol monophosphatase family protein","LOC_Os05g36270","fructose-1,6-bisphosphatase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG535300","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","LOC_Os04g16680","fructose-1,6-bisphosphatase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG658300","AT1G43670","","Inositol monophosphatase family protein","LOC_Os01g64660","fructose-1,6-bisphosphatase, putative, expressed","MOC2|FBP1 "
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","9N@38.02","Pavir.9NG152800","AT1G74790","","catalytics","LOC_Os03g48540","expressed protein",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG659000","AT1G43620","TT15,UGT80B1","UDP-Glycosyltransferase superfamily protein","LOC_Os01g64750","sterol 3-beta-glucosyltransferase, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG107400","AT4G13080","XTH1","xyloglucan endotransglucosylase/hydrolase 1","LOC_Os06g13040","glycosyl hydrolases family 16, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG181500","AT4G28850","ATXTH26,XTH26","xyloglucan endotransglucosylase/hydrolase 26","LOC_Os06g22919","DEFL9 - Defensin and Defensin-like DEFL family, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","4K@26.26","Pavir.4KG196300","AT4G13080","XTH1","xyloglucan endotransglucosylase/hydrolase 1","LOC_Os06g13040","glycosyl hydrolases family 16, putative, expressed",NA
"LEN","GO:0005975","carbohydrate metabolic process","biological_process","5K@76.02","Pavir.5KG585000","AT2G41540","GPDHC1","6-phosphogluconate dehydrogenase family protein","LOC_Os01g58740","glycerol-3-phosphate dehydrogenase, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","2K@77.89","Pavir.2KG499505","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os09g14530","hAT dimerisation domain-containing protein, putative",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","2K@77.89","Pavir.2KG513400","AT5G54160","ATOMT1,OMT1","O-methyltransferase 1","LOC_Os08g06100","O-methyltransferase, putative, expressed","COMT|OsCOMT "
"LEN","GO:0046983","protein dimerization activity","molecular_function","2K@77.89","Pavir.2KG516100","AT2G14760","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os07g39940","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","2K@77.89","Pavir.2KG531900","AT1G69120","AGL7,AP1","K-box region and MADS-box transcription factor family protein ","LOC_Os07g41370","OsMADS18 - MADS-box family gene with MIKCc type-box, expressed","OsMADS18 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","3N@62.06","Pavir.3NG076919","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os07g15340","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","3N@62.06","Pavir.3NG141375","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os11g28740","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG168905","AT5G31412","","hAT transposon superfamily protein","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG174303","AT1G26945","KDR","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os02g51320","helix-loop-helix DNA-binding domain containing protein, expressed","PGL2|OsBUL1 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG209500","AT5G60440","AGL62","AGAMOUS-like 62","LOC_Os06g30810","OsMADS75 - MADS-box family gene with M-alpha type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG212205","AT4G15020","","hAT transposon superfamily","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG213900","AT1G72210","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os02g52190","helix-loop-helix DNA-binding protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG215200","AT1G77980","AGL66","AGAMOUS-like 66","LOC_Os06g11970","OsMADS63 - MADS-box family gene with MIKC* type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG233600","AT2G24840","AGL61,DIA","AGAMOUS-like 61","LOC_Os06g30810","OsMADS75 - MADS-box family gene with M-alpha type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG234005","AT5G60440","AGL62","AGAMOUS-like 62","LOC_Os06g30810","OsMADS75 - MADS-box family gene with M-alpha type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG254300","AT3G06120","MUTE","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os06g33450","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG396001","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os11g14280","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG491414","AT2G46510","AIB,ATAIB","ABA-inducible BHLH-type transcription factor","LOC_Os01g50940","helix-loop-helix DNA-binding domain containing protein, expressed","OsOsbHLH010 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG542900","AT4G35160","","O-methyltransferase family protein","LOC_Os01g54969","O-methyltransferase, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG568714","AT4G10200","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os06g40680","expressed protein",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG569200","AT5G43650","BHLH92","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g56690","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG604600","AT5G01310","APTX","APRATAXIN-like","LOC_Os01g61480","helix-loop-helix DNA-binding domain containing protein, expressed","LAX1 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG680100","AT4G09960","AGL11,STK","K-box region and MADS-box transcription factor family protein ","LOC_Os01g66290","OsMADS21 - MADS-box family gene with MIKCc type-box, expressed","OsMADS21 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG699600","AT1G05805","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g67480","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG158700","AT4G35160","","O-methyltransferase family protein","LOC_Os08g19420","O-methyltransferase, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG189648","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os09g14530","hAT dimerisation domain-containing protein, putative",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG190981","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os06g36530","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG205300","AT1G09530","PAP3,PIF3,POC1","phytochrome interacting factor 3","LOC_Os05g04740","helix-loop-helix DNA-binding domain containing protein, expressed","APG|OsPIL16 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG209581","AT5G31412","","hAT transposon superfamily protein","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG209800","AT1G06170","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g18870","helix-loop-helix DNA-binding domain containing protein, expressed","TIP2|bHLH142 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG226581","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os07g23210","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG232562","AT1G49770","RGE1,ZOU","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g33400","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG248781","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os07g23210","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG294400","AT5G55690","","MADS-box transcription factor family protein","LOC_Os01g67890","OsMADS96 - MADS-box family gene with M-beta type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG313900","AT5G60440","AGL62","AGAMOUS-like 62","LOC_Os01g11510","OsMADS91 - MADS-box family gene with M-beta type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG338425","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os09g14530","hAT dimerisation domain-containing protein, putative",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG341005","AT3G17450","","hAT dimerisation domain-containing protein","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG348962","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os09g14530","hAT dimerisation domain-containing protein, putative",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG350100","AT1G77980","AGL66","AGAMOUS-like 66","LOC_Os01g68560","OsMADS98 - MADS-box family gene with M-beta type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG359700","AT5G56960","","basic helix-loop-helix (bHLH) DNA-binding family protein","LOC_Os01g39330","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG361343","AT2G06500","","hAT family dimerisation domain","LOC_Os10g28180","hAT dimerisation domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG362181","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os11g28740","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG363800","AT3G21330","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g38610","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG370181","AT5G31412","","hAT transposon superfamily protein","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG370481","AT2G06541","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os06g36530","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG389381","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os01g08610","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG267300","AT5G08130","BIM1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g38210","transcription factor BIM2, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG274300","AT3G50330","HEC2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g36740","bHelix-loop-helix transcription factor, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG275231","AT5G33406","","hAT dimerisation domain-containing protein / transposase-related","LOC_Os01g12280","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG278200","AT1G22490","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g37730","helix-loop-helix DNA-binding protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG283900","AT1G68810","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g37290","basic helix-loop-helix, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG287951","AT2G42280","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g39630","helix-loop-helix DNA-binding domain containing protein, expressed","OsFBH1 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG290200","AT1G68920","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os09g29830","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG306700","AT3G07340","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g41320","BHLH transcription factor, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG327900","AT4G11880","AGL14","AGAMOUS-like 14","LOC_Os08g41960","OsMADS37 - MADS-box family gene with MIKC* type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG329050","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os06g36530","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG333000","AT5G50915","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os08g42470","BEE 1, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG343600","AT4G17880","","Basic helix-loop-helix (bHLH) DNA-binding family protein","LOC_Os09g34330","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG344000","AT1G32640","ATMYC2,JAI1,JIN1,MYC2,RD22BP1,ZBF1","Basic helix-loop-helix (bHLH) DNA-binding family protein","LOC_Os09g34330","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG164900","AT4G10200","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os09g12410","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG165600","AT4G37850","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g46860","helix-loop-helix DNA-binding protein, putative, expressed",NA
