CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BayesFactor,POS,marker.ID,CHRN,Num_Sig_Conditions,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr05K,45506400,45526400,20001,+,spliceSite,819,62035,Pavir.5KG493100,2.228314503685944,45516400,Chr05K_45516400,9,9,45508802,45510983,2182,+,41546896,Pavir.5KG493100.1,Pavir.5KG493100.1.p,PF07690,"PTHR23515,PTHR23515:SF3",NA,NA,K02575,"GO:0055085,GO:0016021",AT1G12940.1,"ATNRT2.5,NRT2.5",nitrate transporter2.5,LOC_Os01g50820.1,NA,"transporter, major facilitator family, putative, expressed",7598,5417,5417
Chr05K,45506400,45526400,20001,+,spliceSite,819,62036,Pavir.5KG493107,2.228314503685944,45516400,Chr05K_45516400,9,9,45511913,45512663,751,+,41548088,Pavir.5KG493107.1,Pavir.5KG493107.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4487,3737,3737
Chr05K,46147833,46167833,20001,+,spliceSite,820,62095,Pavir.5KG476800,2.6710860917199652,46157833,Chr05K_46157833,9,9,46166006,46167525,1520,+,41550131,Pavir.5KG476800.1,Pavir.5KG476800.1.p,PF00141,"PTHR31235,PTHR31235:SF55",NA,1.11.1.7,K00430,"GO:0055114,GO:0020037,GO:0006979,GO:0004601",AT4G33870.1,NA,Peroxidase superfamily protein,LOC_Os01g51550.1,NA,"peroxidase family protein, expressed",-8173,-9692,8173
Chr05K,46147833,46167833,20001,+,spliceSite,820,62096,Pavir.5KG476800,2.6710860917199652,46157833,Chr05K_46157833,9,9,46166006,46167525,1520,+,41550131,Pavir.5KG476800.1,Pavir.5KG476800.1.p,PF00141,"PTHR31235,PTHR31235:SF55",NA,1.11.1.7,K00430,"GO:0055114,GO:0020037,GO:0006979,GO:0004601",AT4G33870.1,NA,Peroxidase superfamily protein,LOC_Os01g51550.1,NA,"peroxidase family protein, expressed",-8173,-9692,8173
Chr05K,46147833,46167833,20001,+,spliceSite,820,66677,Pavir.5KG476900,2.6710860917199652,46157833,Chr05K_46157833,9,9,46157585,46158942,1358,-,41545026,Pavir.5KG476900.1,Pavir.5KG476900.1.p,"PF00383,PF08211","PTHR11644,PTHR11644:SF2",KOG0833,3.5.4.5,K01489,"GO:0008270,GO:0009972,GO:0004126",AT2G19570.1,"AT-CDA1,CDA1,DESZ",cytidine deaminase 1,LOC_Os01g51540.1,NA,"cytidine/deoxycytidylate deaminase, putative, expressed",248,-1109,248
Chr05K,46428455,46448455,20001,+,spliceSite,821,62112,Pavir.5KG472300,2.2572647537322026,46438455,Chr05K_46438455,9,8,46445478,46445809,332,+,41544363,Pavir.5KG472300.1,Pavir.5KG472300.1.p,PF06376,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g52060.1,NA,expressed protein,-7023,-7354,7023
Chr05K,46428455,46448455,20001,+,spliceSite,821,66726,Pavir.5KG472500,2.2572647537322026,46438455,Chr05K_46438455,9,8,46434418,46438443,4026,-,41549736,Pavir.5KG472500.1,Pavir.5KG472500.1.p,"PF00069,PF13855","PTHR27000,PTHR27000:SF220",KOG1187,2.7.11.1,K13415,"GO:0006468,GO:0005524,GO:0004672,GO:0005515",AT4G39400.1,"ATBRI1,BIN1,BRI1,CBB2,DWF2",Leucine-rich receptor-like protein kinase family protein,LOC_Os01g52050.1,NA,"systemin receptor SR160 precursor, putative, expressed",4037,12,12
Chr05K,46428455,46448455,20001,+,spliceSite,821,66727,Pavir.5KG472500,2.2572647537322026,46438455,Chr05K_46438455,9,8,46434418,46438443,4026,-,41549736,Pavir.5KG472500.1,Pavir.5KG472500.1.p,"PF00069,PF13855","PTHR27000,PTHR27000:SF220",KOG1187,2.7.11.1,K13415,"GO:0006468,GO:0005524,GO:0004672,GO:0005515",AT4G39400.1,"ATBRI1,BIN1,BRI1,CBB2,DWF2",Leucine-rich receptor-like protein kinase family protein,LOC_Os01g52050.1,NA,"systemin receptor SR160 precursor, putative, expressed",4037,12,12
Chr05K,46428455,46448455,20001,+,spliceSite,821,66728,Pavir.5KG472507,2.2572647537322026,46438455,Chr05K_46438455,9,8,46440813,46441367,555,-,41546536,Pavir.5KG472507.1,Pavir.5KG472507.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2358,-2912,2358
Chr05K,46558513,46578513,20001,+,spliceSite,822,62120,Pavir.5KG471100,3.1553575116814843,46568513,Chr05K_46568513,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,-1360,-11901,1360
Chr05K,46558513,46578513,20001,+,spliceSite,822,62121,Pavir.5KG471100,3.1553575116814843,46568513,Chr05K_46568513,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,-1360,-11901,1360
Chr05K,46687736,46707736,20001,+,spliceSite,823,62136,Pavir.5KG468900,3.246211207636019,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,823,62137,Pavir.5KG468900,3.246211207636019,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,823,62138,Pavir.5KG468900,3.246211207636019,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,823,62139,Pavir.5KG468900,3.246211207636019,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,823,62140,Pavir.5KG468800,3.246211207636019,46697736,Chr05K_46697736,9,6,46694148,46696502,2355,+,41547373,Pavir.5KG468800.1,Pavir.5KG468800.1.p,"PF00132,PF06426","PTHR23416,PTHR23416:SF67",KOG4750,2.3.1.30,K00640,"GO:0009001,GO:0006535,GO:0005737",AT5G56760.1,"ATSERAT1;1,SAT-52,SAT5,SERAT1;1",serine acetyltransferase 1;1,LOC_Os01g52260.1,NA,"serine acetyltransferase protein, putative, expressed",3588,1234,1234
Chr05K,46687736,46707736,20001,+,spliceSite,823,66744,Pavir.5KG468807,3.246211207636019,46697736,Chr05K_46697736,9,6,46697896,46698283,388,-,41543437,Pavir.5KG468807.1,Pavir.5KG468807.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160,-547,160
Chr05K,47050811,47070811,20001,+,spliceSite,824,62184,Pavir.5KG517707,2.115342638523209,47060811,Chr05K_47060811,9,7,47066889,47068225,1337,+,41549602,Pavir.5KG517707.1,Pavir.5KG517707.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os08g02330.1,NA,"RNA recognition motif containing protein, putative, expressed",-6078,-7414,6078
Chr05K,47050811,47070811,20001,+,spliceSite,824,66769,Pavir.5KG517700,2.115342638523209,47060811,Chr05K_47060811,9,7,47059469,47062548,3080,-,41543939,Pavir.5KG517700.1,Pavir.5KG517700.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF214",NA,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT4G09960.2,"AGL11,STK",K-box region and MADS-box transcription factor family protein ,LOC_Os01g52680.1,NA,"OsMADS32 - MADS-box family gene with MIKCc type-box, expressed",1342,-1737,1342
Chr05K,47050811,47070811,20001,+,spliceSite,824,66770,Pavir.5KG517700,2.115342638523209,47060811,Chr05K_47060811,9,7,47059469,47062548,3080,-,41543939,Pavir.5KG517700.1,Pavir.5KG517700.1.p,"PF01486,PF00319","PTHR11945,PTHR11945:SF214",NA,NA,NA,"GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677",AT4G09960.2,"AGL11,STK",K-box region and MADS-box transcription factor family protein ,LOC_Os01g52680.1,NA,"OsMADS32 - MADS-box family gene with MIKCc type-box, expressed",1342,-1737,1342
Chr05K,47417760,47437760,20001,+,spliceSite,825,62226,Pavir.5KG529600,2.598760653194421,47427760,Chr05K_47427760,9,3,47424519,47427777,3259,+,41544987,Pavir.5KG529600.1,Pavir.5KG529600.1.p,PF00743,"PTHR23023,PTHR23023:SF37",KOG1399,1.14.13.168,K11816,"GO:0055114,GO:0050661,GO:0050660,GO:0004499",AT4G13260.1,YUC2,Flavin-binding monooxygenase family protein,LOC_Os01g53200.1,NA,"flavin monooxygenase, putative, expressed",3241,-17,17
Chr05K,47418393,47438393,20001,+,spliceSite,826,62226,Pavir.5KG529600,2.1774295757569337,47428393,Chr05K_47428393,9,7,47424519,47427777,3259,+,41544987,Pavir.5KG529600.1,Pavir.5KG529600.1.p,PF00743,"PTHR23023,PTHR23023:SF37",KOG1399,1.14.13.168,K11816,"GO:0055114,GO:0050661,GO:0050660,GO:0004499",AT4G13260.1,YUC2,Flavin-binding monooxygenase family protein,LOC_Os01g53200.1,NA,"flavin monooxygenase, putative, expressed",3874,616,616
Chr05K,47565840,47585840,20001,+,spliceSite,827,62244,Pavir.5KG531000,2.5247535223321296,47575840,Chr05K_47575840,9,5,47576346,47578038,1693,+,41549611,Pavir.5KG531000.1,Pavir.5KG531000.1.p,PF00201,"PTHR11926,PTHR11926:SF337",KOG1192,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53350.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",-506,-2198,506
Chr05K,47565840,47585840,20001,+,spliceSite,827,62245,Pavir.5KG531100,2.5247535223321296,47575840,Chr05K_47575840,9,5,47579186,47581168,1983,+,41550659,Pavir.5KG531100.1,Pavir.5KG531100.1.p,PF00201,"PTHR11926,PTHR11926:SF337",KOG1192,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53350.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",-3346,-5328,3346
Chr05K,47565840,47585840,20001,+,spliceSite,827,66798,Pavir.5KG530900,2.5247535223321296,47575840,Chr05K_47575840,9,5,47568034,47569762,1729,-,41550968,Pavir.5KG530900.2,Pavir.5KG530900.2.p,PF00201,"PTHR11926,PTHR11926:SF234",NA,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53330.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",7806,6078,6078
Chr05K,48766014,48786014,20001,+,spliceSite,828,66909,Pavir.5KG543700,2.555457577764941,48776014,Chr05K_48776014,9,9,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",7457,2879,2879
Chr05K,48766014,48786014,20001,+,spliceSite,828,66910,Pavir.5KG543700,2.555457577764941,48776014,Chr05K_48776014,9,9,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",7457,2879,2879
Chr05K,48766014,48786014,20001,+,spliceSite,828,66911,Pavir.5KG543700,2.555457577764941,48776014,Chr05K_48776014,9,9,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",7457,2879,2879
Chr05K,48766014,48786014,20001,+,spliceSite,828,66912,Pavir.5KG543900,2.555457577764941,48776014,Chr05K_48776014,9,9,48774687,48775544,858,-,41546721,Pavir.5KG543900.1,Pavir.5KG543900.1.p,NA,"PTHR33869,PTHR33869:SF4",NA,NA,NA,NA,NA,NA,NA,LOC_Os01g55060.1,NA,expressed protein,1327,470,470
Chr05K,48766014,48786014,20001,+,spliceSite,828,66913,Pavir.5KG544000,2.555457577764941,48776014,Chr05K_48776014,9,9,48776731,48780948,4218,-,41544243,Pavir.5KG544000.1,Pavir.5KG544000.1.p,"PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF53",NA,NA,NA,NA,AT3G58590.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g55070.1,NA,"pentatricopeptide, putative, expressed",-717,-4934,717
Chr05K,48766014,48786014,20001,+,spliceSite,828,66914,Pavir.5KG544000,2.555457577764941,48776014,Chr05K_48776014,9,9,48776731,48780948,4218,-,41544243,Pavir.5KG544000.1,Pavir.5KG544000.1.p,"PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF53",NA,NA,NA,NA,AT3G58590.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g55070.1,NA,"pentatricopeptide, putative, expressed",-717,-4934,717
Chr05K,48766014,48786014,20001,+,spliceSite,828,66915,Pavir.5KG544000,2.555457577764941,48776014,Chr05K_48776014,9,9,48776731,48780948,4218,-,41544243,Pavir.5KG544000.1,Pavir.5KG544000.1.p,"PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF53",NA,NA,NA,NA,AT3G58590.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g55070.1,NA,"pentatricopeptide, putative, expressed",-717,-4934,717
Chr05K,48766014,48786014,20001,+,spliceSite,828,66916,Pavir.5KG544000,2.555457577764941,48776014,Chr05K_48776014,9,9,48776731,48780948,4218,-,41544243,Pavir.5KG544000.1,Pavir.5KG544000.1.p,"PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF53",NA,NA,NA,NA,AT3G58590.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g55070.1,NA,"pentatricopeptide, putative, expressed",-717,-4934,717
Chr05K,51018482,51038482,20001,+,spliceSite,829,62634,Pavir.5KG576307,2.0987059007222277,51028482,Chr05K_51028482,9,9,51033777,51035618,1842,+,41546589,Pavir.5KG576307.1,Pavir.5KG576307.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5295,-7136,5295
Chr05K,51018482,51038482,20001,+,spliceSite,829,67156,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51018482,51038482,20001,+,spliceSite,829,67157,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51018482,51038482,20001,+,spliceSite,829,67158,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51018482,51038482,20001,+,spliceSite,829,67159,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51018482,51038482,20001,+,spliceSite,829,67160,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51018482,51038482,20001,+,spliceSite,829,67161,Pavir.5KG576300,2.0987059007222277,51028482,Chr05K_51028482,9,9,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",7843,977,977
Chr05K,51022389,51042389,20001,+,spliceSite,830,62634,Pavir.5KG576307,3.1341131423080846,51032389,Chr05K_51032389,9,8,51033777,51035618,1842,+,41546589,Pavir.5KG576307.1,Pavir.5KG576307.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1388,-3229,1388
Chr05K,51022389,51042389,20001,+,spliceSite,830,67156,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51022389,51042389,20001,+,spliceSite,830,67157,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51022389,51042389,20001,+,spliceSite,830,67158,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51022389,51042389,20001,+,spliceSite,830,67159,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51022389,51042389,20001,+,spliceSite,830,67160,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51022389,51042389,20001,+,spliceSite,830,67161,Pavir.5KG576300,3.1341131423080846,51032389,Chr05K_51032389,9,8,51020639,51027505,6867,-,41548036,Pavir.5KG576300.1,Pavir.5KG576300.1.p,"PF11883,PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF137",KOG1187,2.7.11.1,NA,"GO:0004674,GO:0048544,GO:0006468,GO:0004672",AT4G21380.1,"ARK3,RK3",receptor kinase 3,LOC_Os01g57560.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",11750,4884,4884
Chr05K,51355935,51375935,20001,+,spliceSite,831,62655,Pavir.5KG579600,2.1901744893341233,51365935,Chr05K_51365935,9,6,51357637,51369178,11542,+,41546810,Pavir.5KG579600.1,Pavir.5KG579600.1.p,"PF02225,PF05922,PF00082","PTHR10795,PTHR10795:SF377",NA,3.4.14.10,NA,"GO:0006508,GO:0004252",AT4G10510.1,NA,Subtilase family protein,LOC_Os01g58240.1,NA,"OsSub6 - Putative Subtilisin homologue, expressed",8298,-3243,3243
Chr05K,51355935,51375935,20001,+,spliceSite,831,62656,Pavir.5KG579600,2.1901744893341233,51365935,Chr05K_51365935,9,6,51357637,51369178,11542,+,41546810,Pavir.5KG579600.1,Pavir.5KG579600.1.p,"PF02225,PF05922,PF00082","PTHR10795,PTHR10795:SF377",NA,3.4.14.10,NA,"GO:0006508,GO:0004252",AT4G10510.1,NA,Subtilase family protein,LOC_Os01g58240.1,NA,"OsSub6 - Putative Subtilisin homologue, expressed",8298,-3243,3243
Chr05K,51355935,51375935,20001,+,spliceSite,831,62658,Pavir.5KG579800,2.1901744893341233,51365935,Chr05K_51365935,9,6,51375732,51378519,2788,+,41550791,Pavir.5KG579800.1,Pavir.5KG579800.1.p,PF00082,"PTHR10795,PTHR10795:SF377",NA,3.4.14.10,NA,"GO:0006508,GO:0004252",AT4G10550.3,NA,Subtilase family protein,LOC_Os01g58240.1,NA,"OsSub6 - Putative Subtilisin homologue, expressed",-9797,-12584,9797
Chr05K,51509081,51529081,20001,+,spliceSite,832,62688,Pavir.5KG583000,2.9011001034076163,51519081,Chr05K_51519081,9,8,51506398,51509101,2704,+,41546385,Pavir.5KG583000.1,Pavir.5KG583000.1.p,PF03352,"PTHR31116,PTHR31116:SF4",NA,3.2.2.20,K01246,"GO:0008725,GO:0006284",AT5G44680.1,NA,DNA glycosylase superfamily protein,LOC_Os01g58550.1,NA,"methyladenine glycosylase, putative, expressed",12683,9980,9980
Chr05K,51509081,51529081,20001,+,spliceSite,832,62689,Pavir.5KG583100,2.9011001034076163,51519081,Chr05K_51519081,9,8,51512678,51515499,2822,+,41544583,Pavir.5KG583100.1,Pavir.5KG583100.1.p,PF00656,"PTHR31810,PTHR31810:SF7",KOG1546,NA,NA,"GO:0006508,GO:0004197",AT1G79330.1,"AMC6,ATMC5,ATMCP2B,MC5",metacaspase 5,LOC_Os01g58580.1,NA,"ICE-like protease p20 domain containing protein, putative, expressed",6403,3582,3582
Chr05K,51509081,51529081,20001,+,spliceSite,832,67194,Pavir.5KG583200,2.9011001034076163,51519081,Chr05K_51519081,9,8,51516105,51516552,448,-,41543894,Pavir.5KG583200.1,Pavir.5KG583200.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g58590.1,NA,expressed protein,2976,2529,2529
Chr05K,51509081,51529081,20001,+,spliceSite,832,67196,Pavir.5KG583400,2.9011001034076163,51519081,Chr05K_51519081,9,8,51527520,51529072,1553,-,41545863,Pavir.5KG583400.2,Pavir.5KG583400.2.p,NA,"PTHR33133,PTHR33133:SF12",NA,NA,NA,NA,AT5G44860.1,NA,NA,LOC_Os01g58620.1,NA,expressed protein,-8439,-9991,8439
Chr05K,52482744,52502744,20001,+,spliceSite,833,62801,Pavir.5KG439800,3.0212806075798624,52492744,Chr05K_52492744,9,4,52492810,52497130,4321,+,41548333,Pavir.5KG439800.1,Pavir.5KG439800.1.p,NA,"PTHR23111,PTHR23111:SF30",NA,NA,NA,NA,AT5G17790.1,VAR3,zinc finger (Ran-binding) family protein,LOC_Os01g59980.1,NA,"zinc finger family protein, putative, expressed",-66,-4386,66
Chr05K,52482744,52502744,20001,+,spliceSite,833,62802,Pavir.5KG439900,3.0212806075798624,52492744,Chr05K_52492744,9,4,52498340,52499941,1602,+,41550419,Pavir.5KG439900.1,Pavir.5KG439900.1.p,PF01246,"PTHR10792,PTHR10792:SF11",KOG1722,NA,K02896,NA,AT2G36620.1,RPL24A,ribosomal protein L24,LOC_Os05g40820.1,NA,"ribosomal protein L24, putative, expressed",-5596,-7197,5596
Chr05K,52482744,52502744,20001,+,spliceSite,833,67269,Pavir.5KG440000,3.0212806075798624,52492744,Chr05K_52492744,9,4,52500158,52503848,3691,-,41545659,Pavir.5KG440000.2,Pavir.5KG440000.2.p,"PF13041,PF01535","PTHR24015,PTHR24015:SF645",NA,NA,NA,NA,AT1G09220.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g60000.1,NA,"pentatricopeptide, putative, expressed",-7414,-11104,7414
