CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BF_All,POS,marker.ID,CHRN,NumSigCond_All,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr05K,39699920,39719920,20001,+,spliceSite,1057,61525,Pavir.5KG461200,2.208951688376741,39709920,Chr05K_39709920,9,8,39705643,39708570,2928,+,41542719,Pavir.5KG461200.2,Pavir.5KG461200.2.p,PF06017,"PTHR34969,PTHR34969:SF1",NA,NA,NA,"GO:0016459,GO:0003774",AT5G53310.1,NA,myosin heavy chain-related,LOC_Os01g43360.1,NA,"myosin-Ie, putative, expressed",4277,1350,1350
Chr05K,39699920,39719920,20001,+,spliceSite,1057,66202,Pavir.5KG461100,2.208951688376741,39709920,Chr05K_39709920,9,8,39699799,39702314,2516,-,41549349,Pavir.5KG461100.1,Pavir.5KG461100.1.p,"PF00069,PF06760","PTHR23257,PTHR23257:SF432",KOG0198,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G64300.1,NA,Protein kinase family protein,LOC_Os01g43350.1,NA,"protein kinase family protein, putative, expressed",10121,7606,7606
Chr05K,39756918,39776918,20001,+,spliceSite,1058,61530,Pavir.5KG461800,2.2879220061236794,39766918,Chr05K_39766918,9,9,39757373,39768739,11367,+,41543269,Pavir.5KG461800.6,Pavir.5KG461800.6.p,PF00931,"PTHR23155,PTHR23155:SF641",KOG4658,NA,NA,GO:0043531,AT1G64140.1,NA,NA,LOC_Os10g22484.1,NA,"RGH2B, putative, expressed",9545,-1821,1821
Chr05K,39756918,39776918,20001,+,spliceSite,1058,66208,Pavir.5KG461900,2.2879220061236794,39766918,Chr05K_39766918,9,9,39772764,39781528,8765,-,41549577,Pavir.5KG461900.1,Pavir.5KG461900.1.p,PF00534,"PTHR12526,PTHR12526:SF412",NA,NA,NA,NA,AT4G01210.1,NA,glycosyl transferase family 1 protein,LOC_Os01g43380.1,NA,"glycosyltransferase family protein 1, putative, expressed",-5846,-14610,5846
Chr05K,39756918,39776918,20001,+,spliceSite,1058,66209,Pavir.5KG461900,2.2879220061236794,39766918,Chr05K_39766918,9,9,39772764,39781528,8765,-,41549577,Pavir.5KG461900.1,Pavir.5KG461900.1.p,PF00534,"PTHR12526,PTHR12526:SF412",NA,NA,NA,NA,AT4G01210.1,NA,glycosyl transferase family 1 protein,LOC_Os01g43380.1,NA,"glycosyltransferase family protein 1, putative, expressed",-5846,-14610,5846
Chr05K,39756918,39776918,20001,+,spliceSite,1058,66210,Pavir.5KG461900,2.2879220061236794,39766918,Chr05K_39766918,9,9,39772764,39781528,8765,-,41549577,Pavir.5KG461900.1,Pavir.5KG461900.1.p,PF00534,"PTHR12526,PTHR12526:SF412",NA,NA,NA,NA,AT4G01210.1,NA,glycosyl transferase family 1 protein,LOC_Os01g43380.1,NA,"glycosyltransferase family protein 1, putative, expressed",-5846,-14610,5846
Chr05K,40142286,40162286,20001,+,spliceSite,1059,66237,Pavir.5KG464100,2.3597104969749694,40152286,Chr05K_40152286,9,9,40130055,40145511,15457,-,41548608,Pavir.5KG464100.2,Pavir.5KG464100.2.p,PF03106,"PTHR32096,PTHR32096:SF23",NA,NA,K13425,"GO:0043565,GO:0006355,GO:0003700",AT4G01250.1,"AtWRKY22,WRKY22",WRKY family transcription factor,LOC_Os01g43550.2,NA,"WRKY12, expressed",22231,6775,6775
Chr05K,40142286,40162286,20001,+,spliceSite,1059,66238,Pavir.5KG464100,2.3597104969749694,40152286,Chr05K_40152286,9,9,40130055,40145511,15457,-,41548608,Pavir.5KG464100.2,Pavir.5KG464100.2.p,PF03106,"PTHR32096,PTHR32096:SF23",NA,NA,K13425,"GO:0043565,GO:0006355,GO:0003700",AT4G01250.1,"AtWRKY22,WRKY22",WRKY family transcription factor,LOC_Os01g43550.2,NA,"WRKY12, expressed",22231,6775,6775
Chr05K,40142286,40162286,20001,+,spliceSite,1059,66239,Pavir.5KG464100,2.3597104969749694,40152286,Chr05K_40152286,9,9,40130055,40145511,15457,-,41548608,Pavir.5KG464100.2,Pavir.5KG464100.2.p,PF03106,"PTHR32096,PTHR32096:SF23",NA,NA,K13425,"GO:0043565,GO:0006355,GO:0003700",AT4G01250.1,"AtWRKY22,WRKY22",WRKY family transcription factor,LOC_Os01g43550.2,NA,"WRKY12, expressed",22231,6775,6775
Chr05K,40142286,40162286,20001,+,spliceSite,1059,66240,Pavir.5KG464200,2.3597104969749694,40152286,Chr05K_40152286,9,9,40156626,40157266,641,-,41543298,Pavir.5KG464200.1,Pavir.5KG464200.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4340,-4980,4340
Chr05K,40389516,40409516,20001,+,spliceSite,1060,61566,Pavir.5KG381121,2.847087492170147,40399516,Chr05K_40399516,9,9,40403732,40404483,752,+,41547390,Pavir.5KG381121.1,Pavir.5KG381121.1.p,NA,"PTHR31696,PTHR31696:SF28",NA,NA,NA,NA,AT1G43760.1,NA,DNAse I-like superfamily protein,LOC_Os09g28370.1,NA,"retrotransposon protein, putative, unclassified, expressed",-4216,-4967,4216
Chr05K,40389516,40409516,20001,+,spliceSite,1060,66253,Pavir.5KG381100,2.847087492170147,40399516,Chr05K_40399516,9,9,40387625,40399012,11388,-,41551198,Pavir.5KG381100.1,Pavir.5KG381100.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14680.1,CYP72A14,"cytochrome P450, family 72, subfamily A, polypeptide 14",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",11891,504,504
Chr05K,40389516,40409516,20001,+,spliceSite,1060,66254,Pavir.5KG380900,2.847087492170147,40399516,Chr05K_40399516,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",-9126,-12257,9126
Chr05K,40389516,40409516,20001,+,spliceSite,1060,66255,Pavir.5KG380900,2.847087492170147,40399516,Chr05K_40399516,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",-9126,-12257,9126
Chr05K,40389516,40409516,20001,+,spliceSite,1060,66256,Pavir.5KG380900,2.847087492170147,40399516,Chr05K_40399516,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",-9126,-12257,9126
Chr05K,40400232,40420232,20001,+,spliceSite,1061,61566,Pavir.5KG381121,3.0191242086637575,40410232,Chr05K_40410232,9,9,40403732,40404483,752,+,41547390,Pavir.5KG381121.1,Pavir.5KG381121.1.p,NA,"PTHR31696,PTHR31696:SF28",NA,NA,NA,NA,AT1G43760.1,NA,DNAse I-like superfamily protein,LOC_Os09g28370.1,NA,"retrotransposon protein, putative, unclassified, expressed",6500,5749,5749
Chr05K,40400232,40420232,20001,+,spliceSite,1061,66254,Pavir.5KG380900,3.0191242086637575,40410232,Chr05K_40410232,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",1590,-1541,1541
Chr05K,40400232,40420232,20001,+,spliceSite,1061,66255,Pavir.5KG380900,3.0191242086637575,40410232,Chr05K_40410232,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",1590,-1541,1541
Chr05K,40400232,40420232,20001,+,spliceSite,1061,66256,Pavir.5KG380900,3.0191242086637575,40410232,Chr05K_40410232,9,9,40408642,40411773,3132,-,41543304,Pavir.5KG380900.1,Pavir.5KG380900.1.p,PF00067,"PTHR24282,PTHR24282:SF16",KOG0157,1.3.3.9,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT3G14690.1,CYP72A15,"cytochrome P450, family 72, subfamily A, polypeptide 15",LOC_Os01g43710.1,NA,"cytochrome P450 72A1, putative, expressed",1590,-1541,1541
Chr05K,40653476,40673476,20001,+,spliceSite,1062,61577,Pavir.5KG380156,2.100573842821245,40663476,Chr05K_40663476,9,9,40649363,40660386,11024,+,41542629,Pavir.5KG380156.1,Pavir.5KG380156.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14113,3090,3090
Chr05K,42277766,42297766,20001,+,spliceSite,1063,66353,Pavir.5KG427107,2.0155572180041523,42287766,Chr05K_42287766,9,9,42289482,42292595,3114,-,41550149,Pavir.5KG427107.1,Pavir.5KG427107.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g46810.1,NA,"viral A-type inclusion protein repeat containing protein, expressed",-1716,-4829,1716
Chr05K,42279905,42299905,20001,+,spliceSite,1064,66353,Pavir.5KG427107,2.8221235726566367,42289905,Chr05K_42289905,9,6,42289482,42292595,3114,-,41550149,Pavir.5KG427107.1,Pavir.5KG427107.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g46810.1,NA,"viral A-type inclusion protein repeat containing protein, expressed",423,-2690,423
Chr05K,42485395,42505395,20001,*,intergenic,1065,NA,NA,2.3440733105034957,42495395,Chr05K_42495395,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr05K,42521929,42541929,20001,+,spliceSite,1066,61750,Pavir.5KG425500,2.1425060597238335,42531929,Chr05K_42531929,9,7,42520427,42523151,2725,+,41542307,Pavir.5KG425500.4,Pavir.5KG425500.4.p,PF12937,"PTHR10706,PTHR10706:SF127",NA,NA,NA,GO:0005515,AT3G61590.1,"HS,HWS",Galactose oxidase/kelch repeat superfamily protein,LOC_Os01g47050.1,NA,"OsFBK1 - F-box domain and kelch repeat containing protein, expressed",11502,8778,8778
Chr05K,42521929,42541929,20001,+,spliceSite,1066,61751,Pavir.5KG425500,2.1425060597238335,42531929,Chr05K_42531929,9,7,42520427,42523151,2725,+,41542307,Pavir.5KG425500.4,Pavir.5KG425500.4.p,PF12937,"PTHR10706,PTHR10706:SF127",NA,NA,NA,GO:0005515,AT3G61590.1,"HS,HWS",Galactose oxidase/kelch repeat superfamily protein,LOC_Os01g47050.1,NA,"OsFBK1 - F-box domain and kelch repeat containing protein, expressed",11502,8778,8778
Chr05K,42579371,42599371,20001,+,spliceSite,1067,61753,Pavir.5KG447014,2.7808876371220377,42589371,Chr05K_42589371,9,9,42584325,42585509,1185,+,41547740,Pavir.5KG447014.1,Pavir.5KG447014.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5046,3862,3862
Chr05K,42579371,42599371,20001,+,spliceSite,1067,66366,Pavir.5KG447021,2.7808876371220377,42589371,Chr05K_42589371,9,9,42589297,42589923,627,-,41544947,Pavir.5KG447021.1,Pavir.5KG447021.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,-552,74
Chr05K,42579371,42599371,20001,+,spliceSite,1067,66367,Pavir.5KG425300,2.7808876371220377,42589371,Chr05K_42589371,9,9,42592951,42600856,7906,-,41550963,Pavir.5KG425300.1,Pavir.5KG425300.1.p,"PF02887,PF00224","PTHR11817,PTHR11817:SF2",NA,2.7.1.40,K00873,"GO:0030955,GO:0006096,GO:0004743,GO:0000287",AT5G52920.1,"PKP-BETA1,PKP1,PKP2",plastidic pyruvate kinase beta subunit 1,LOC_Os01g47080.1,NA,"pyruvate kinase, putative, expressed",-3580,-11485,3580
Chr05K,42579371,42599371,20001,+,spliceSite,1067,66368,Pavir.5KG425300,2.7808876371220377,42589371,Chr05K_42589371,9,9,42592951,42600856,7906,-,41550963,Pavir.5KG425300.1,Pavir.5KG425300.1.p,"PF02887,PF00224","PTHR11817,PTHR11817:SF2",NA,2.7.1.40,K00873,"GO:0030955,GO:0006096,GO:0004743,GO:0000287",AT5G52920.1,"PKP-BETA1,PKP1,PKP2",plastidic pyruvate kinase beta subunit 1,LOC_Os01g47080.1,NA,"pyruvate kinase, putative, expressed",-3580,-11485,3580
Chr05K,44908929,44928929,20001,+,spliceSite,1068,61953,Pavir.5KG482200,2.187766796386962,44918929,Chr05K_44918929,9,3,44907558,44916492,8935,+,41550580,Pavir.5KG482200.3,Pavir.5KG482200.3.p,PF02485,"PTHR31042,PTHR31042:SF2",NA,NA,NA,"GO:0016020,GO:0008375",AT1G62305.1,NA,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",LOC_Os01g50040.1,NA,"DNA binding protein, putative, expressed",11371,2437,2437
Chr05K,44908929,44928929,20001,+,spliceSite,1068,61954,Pavir.5KG481900,2.187766796386962,44918929,Chr05K_44918929,9,3,44928602,44938693,10092,+,41545480,Pavir.5KG481900.2,Pavir.5KG481900.2.p,"PF00005,PF00664","PTHR24221,PTHR24221:SF238",NA,3.6.3.44,K05658,"GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810",AT2G47000.1,"ABCB4,ATPGP4,MDR4,PGP4",ATP binding cassette subfamily B4,LOC_Os01g50080.1,NA,"MDR-like ABC transporter, putative, expressed",-9673,-19764,9673
Chr05K,44908929,44928929,20001,+,spliceSite,1068,66584,Pavir.5KG482100,2.187766796386962,44918929,Chr05K_44918929,9,3,44919963,44924414,4452,-,41543035,Pavir.5KG482100.1,Pavir.5KG482100.1.p,PF00291,"PTHR10314,PTHR10314:SF70",NA,4.4.1.15,NA,NA,AT3G26115.1,NA,Pyridoxal-5\'-phosphate-dependent enzyme family protein,LOC_Os01g50060.1,NA,"1-aminocyclopropane-1-carboxylate deaminase, putative, expressed",-1034,-5485,1034
Chr05K,45502294,45522294,20001,+,spliceSite,1069,62034,Pavir.5KG493300,2.9536701437088357,45512294,Chr05K_45512294,9,9,45500586,45502523,1938,+,41544350,Pavir.5KG493300.2,Pavir.5KG493300.2.p,"PF13855,PF00931","PTHR23155,PTHR23155:SF512",NA,NA,K13459,"GO:0005515,GO:0043531",AT4G26090.1,RPS2,NB-ARC domain-containing disease resistance protein,LOC_Os01g57870.1,NA,"disease resistance protein RPS2, putative, expressed",11708,9771,9771
Chr05K,45502294,45522294,20001,+,spliceSite,1069,62035,Pavir.5KG493100,2.9536701437088357,45512294,Chr05K_45512294,9,9,45508802,45510983,2182,+,41546896,Pavir.5KG493100.1,Pavir.5KG493100.1.p,PF07690,"PTHR23515,PTHR23515:SF3",NA,NA,K02575,"GO:0055085,GO:0016021",AT1G12940.1,"ATNRT2.5,NRT2.5",nitrate transporter2.5,LOC_Os01g50820.1,NA,"transporter, major facilitator family, putative, expressed",3492,1311,1311
Chr05K,45502294,45522294,20001,+,spliceSite,1069,62036,Pavir.5KG493107,2.9536701437088357,45512294,Chr05K_45512294,9,9,45511913,45512663,751,+,41548088,Pavir.5KG493107.1,Pavir.5KG493107.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,-369,369
Chr05K,45502294,45522294,20001,+,spliceSite,1069,66631,Pavir.5KG493200,2.9536701437088357,45512294,Chr05K_45512294,9,9,45503738,45504977,1240,-,41548713,Pavir.5KG493200.1,Pavir.5KG493200.1.p,PF04043,"PTHR31707,PTHR31707:SF51",NA,3.1.1.11,NA,GO:0004857,AT5G53370.1,"ATPMEPCRF,PMEPCRF",pectin methylesterase PCR fragment F,LOC_Os01g50810.1,NA,"invertase/pectin methylesterase inhibitor family protein, putative, expressed",8556,7317,7317
Chr05K,45506400,45526400,20001,+,spliceSite,1070,62035,Pavir.5KG493100,2.348777207230349,45516400,Chr05K_45516400,9,9,45508802,45510983,2182,+,41546896,Pavir.5KG493100.1,Pavir.5KG493100.1.p,PF07690,"PTHR23515,PTHR23515:SF3",NA,NA,K02575,"GO:0055085,GO:0016021",AT1G12940.1,"ATNRT2.5,NRT2.5",nitrate transporter2.5,LOC_Os01g50820.1,NA,"transporter, major facilitator family, putative, expressed",7598,5417,5417
Chr05K,45506400,45526400,20001,+,spliceSite,1070,62036,Pavir.5KG493107,2.348777207230349,45516400,Chr05K_45516400,9,9,45511913,45512663,751,+,41548088,Pavir.5KG493107.1,Pavir.5KG493107.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4487,3737,3737
Chr05K,46558513,46578513,20001,+,spliceSite,1071,62120,Pavir.5KG471100,2.894187259176518,46568513,Chr05K_46568513,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,-1360,-11901,1360
Chr05K,46558513,46578513,20001,+,spliceSite,1071,62121,Pavir.5KG471100,2.894187259176518,46568513,Chr05K_46568513,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,-1360,-11901,1360
Chr05K,46576431,46596431,20001,+,spliceSite,1072,62120,Pavir.5KG471100,2.3477998869494066,46586431,Chr05K_46586431,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,16558,6017,6017
Chr05K,46576431,46596431,20001,+,spliceSite,1072,62121,Pavir.5KG471100,2.3477998869494066,46586431,Chr05K_46586431,9,8,46569873,46580414,10542,+,41550574,Pavir.5KG471100.1,Pavir.5KG471100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g45830.1,NA,expressed protein,16558,6017,6017
Chr05K,46576431,46596431,20001,+,spliceSite,1072,62122,Pavir.5KG470900,2.3477998869494066,46586431,Chr05K_46586431,9,8,46586824,46591220,4397,+,41545293,Pavir.5KG470900.1,Pavir.5KG470900.1.p,PF00403,"PTHR22814,PTHR22814:SF104",KOG1603,NA,NA,"GO:0046872,GO:0030001",AT3G24450.1,NA,Heavy metal transport/detoxification superfamily protein ,LOC_Os01g52160.1,NA,"heavy metal-associated domain containing protein, expressed",-393,-4789,393
Chr05K,46576431,46596431,20001,+,spliceSite,1072,62123,Pavir.5KG470900,2.3477998869494066,46586431,Chr05K_46586431,9,8,46586824,46591220,4397,+,41545293,Pavir.5KG470900.1,Pavir.5KG470900.1.p,PF00403,"PTHR22814,PTHR22814:SF104",KOG1603,NA,NA,"GO:0046872,GO:0030001",AT3G24450.1,NA,Heavy metal transport/detoxification superfamily protein ,LOC_Os01g52160.1,NA,"heavy metal-associated domain containing protein, expressed",-393,-4789,393
Chr05K,46576431,46596431,20001,+,spliceSite,1072,62124,Pavir.5KG470900,2.3477998869494066,46586431,Chr05K_46586431,9,8,46586824,46591220,4397,+,41545293,Pavir.5KG470900.1,Pavir.5KG470900.1.p,PF00403,"PTHR22814,PTHR22814:SF104",KOG1603,NA,NA,"GO:0046872,GO:0030001",AT3G24450.1,NA,Heavy metal transport/detoxification superfamily protein ,LOC_Os01g52160.1,NA,"heavy metal-associated domain containing protein, expressed",-393,-4789,393
Chr05K,46687736,46707736,20001,+,spliceSite,1073,62136,Pavir.5KG468900,3.4098474036228557,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,1073,62137,Pavir.5KG468900,3.4098474036228557,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,1073,62138,Pavir.5KG468900,3.4098474036228557,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,1073,62139,Pavir.5KG468900,3.4098474036228557,46697736,Chr05K_46697736,9,6,46692495,46693822,1328,+,41547963,Pavir.5KG468900.1,Pavir.5KG468900.1.p,PF00504,"PTHR21649,PTHR21649:SF20",NA,NA,K08912,"GO:0016020,GO:0009765",AT2G34420.1,"LHB1B2,LHCB1.5",photosystem II light harvesting complex gene B1B2,LOC_Os01g41710.1,NA,"chlorophyll A-B binding protein, putative, expressed",5241,3914,3914
Chr05K,46687736,46707736,20001,+,spliceSite,1073,62140,Pavir.5KG468800,3.4098474036228557,46697736,Chr05K_46697736,9,6,46694148,46696502,2355,+,41547373,Pavir.5KG468800.1,Pavir.5KG468800.1.p,"PF00132,PF06426","PTHR23416,PTHR23416:SF67",KOG4750,2.3.1.30,K00640,"GO:0009001,GO:0006535,GO:0005737",AT5G56760.1,"ATSERAT1;1,SAT-52,SAT5,SERAT1;1",serine acetyltransferase 1;1,LOC_Os01g52260.1,NA,"serine acetyltransferase protein, putative, expressed",3588,1234,1234
Chr05K,46687736,46707736,20001,+,spliceSite,1073,66744,Pavir.5KG468807,3.4098474036228557,46697736,Chr05K_46697736,9,6,46697896,46698283,388,-,41543437,Pavir.5KG468807.1,Pavir.5KG468807.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160,-547,160
Chr05K,47565840,47585840,20001,+,spliceSite,1074,62244,Pavir.5KG531000,2.6849960262869965,47575840,Chr05K_47575840,9,5,47576346,47578038,1693,+,41549611,Pavir.5KG531000.1,Pavir.5KG531000.1.p,PF00201,"PTHR11926,PTHR11926:SF337",KOG1192,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53350.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",-506,-2198,506
Chr05K,47565840,47585840,20001,+,spliceSite,1074,62245,Pavir.5KG531100,2.6849960262869965,47575840,Chr05K_47575840,9,5,47579186,47581168,1983,+,41550659,Pavir.5KG531100.1,Pavir.5KG531100.1.p,PF00201,"PTHR11926,PTHR11926:SF337",KOG1192,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53350.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",-3346,-5328,3346
Chr05K,47565840,47585840,20001,+,spliceSite,1074,66798,Pavir.5KG530900,2.6849960262869965,47575840,Chr05K_47575840,9,5,47568034,47569762,1729,-,41550968,Pavir.5KG530900.2,Pavir.5KG530900.2.p,PF00201,"PTHR11926,PTHR11926:SF234",NA,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g53330.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",7806,6078,6078
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66908,Pavir.5KG543600,2.147753947930892,48772296,Chr05K_48772296,9,7,48758712,48765044,6333,-,41543175,Pavir.5KG543600.1,Pavir.5KG543600.1.p,"PF14288,PF02364","PTHR12741,PTHR12741:SF18",NA,2.4.1.34,K11000,"GO:0016020,GO:0006075,GO:0003843,GO:0000148",AT4G03550.1,"ATGSL05,ATGSL5,GSL05,GSL5,PMR4",glucan synthase-like 5,LOC_Os01g55040.1,NA,"1,3-beta-glucan synthase component, putative, expressed",13584,7252,7252
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66909,Pavir.5KG543700,2.147753947930892,48772296,Chr05K_48772296,9,7,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",3739,-839,839
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66910,Pavir.5KG543700,2.147753947930892,48772296,Chr05K_48772296,9,7,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",3739,-839,839
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66911,Pavir.5KG543700,2.147753947930892,48772296,Chr05K_48772296,9,7,48768557,48773135,4579,-,41550175,Pavir.5KG543700.1,Pavir.5KG543700.1.p,PF07223,"PTHR31805,PTHR31805:SF3",NA,2.7.11.1,NA,NA,AT4G28300.1,NA,Protein of unknown function (DUF1421),LOC_Os01g55050.2,NA,"protein of unknown function DUF1421 domain containing protein, expressed",3739,-839,839
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66912,Pavir.5KG543900,2.147753947930892,48772296,Chr05K_48772296,9,7,48774687,48775544,858,-,41546721,Pavir.5KG543900.1,Pavir.5KG543900.1.p,NA,"PTHR33869,PTHR33869:SF4",NA,NA,NA,NA,NA,NA,NA,LOC_Os01g55060.1,NA,expressed protein,-2391,-3248,2391
Chr05K,48762296,48782296,20001,+,spliceSite,1075,66913,Pavir.5KG544000,2.147753947930892,48772296,Chr05K_48772296,9,7,48776731,48780948,4218,-,41544243,Pavir.5KG544000.1,Pavir.5KG544000.1.p,"PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF53",NA,NA,NA,NA,AT3G58590.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g55070.1,NA,"pentatricopeptide, putative, expressed",-4435,-8652,4435
